CTE|ELT86964.1	K05030
CTE|ELU10048.1	K08810
CTE|ELU10050.1	K11149
CTE|ELU10051.1	K04160
CTE|ELU10052.1	K13755
CTE|ELU10060.1	K09624
CTE|ELU10061.1	K18735
CTE|ELU10064.1	K04605
CTE|ELU10065.1	K19970
CTE|ELU10066.1	K01315
CTE|ELU10069.1	K08782
CTE|ELU10073.1	K04579
CTE|ELU10079.1	K04161
CTE|ELU10080.1	K10356
CTE|ELU10081.1	K00275
CTE|ELU10082.1	K00710
CTE|ELU10083.1	K13210
CTE|ELU10086.1	K08877
CTE|ELU10087.1	K10521
CTE|ELU10089.1	K15626
CTE|ELU10091.1	K15109
CTE|ELU10093.1	K00809
CTE|ELU10094.1	K03871
CTE|ELU10095.1	K14950
CTE|ELU10097.1	K11188
CTE|ELU10100.1	K20191
CTE|ELU10101.1	K11997
CTE|ELU10103.1	K22861
CTE|ELU10105.1	K10579
CTE|ELU10107.1	K08730
CTE|ELU10108.1	K11323
CTE|ELU10110.1	K07817
CTE|ELU10114.1	K07200
CTE|ELU10115.1	K00002
CTE|ELU10116.1	K06850
CTE|ELU10117.1	K22738
CTE|ELU10122.1	K08654
CTE|ELU10130.1	K14073
CTE|ELU10133.1	K10104
CTE|ELU10137.1	K09228
CTE|ELU10138.1	K18808
CTE|ELU10141.1	K01017
CTE|ELU10143.1	K05719
CTE|ELU10144.1	K05719
CTE|ELU10146.1	K06698
CTE|ELU10147.1	K08399
CTE|ELU10148.1	K08360
CTE|ELU10151.1	K02318
CTE|ELU10153.1	K01077
CTE|ELU10154.1	K06532
CTE|ELU10162.1	K03175
CTE|ELU10164.1	K00816
CTE|ELU10167.1	K00718
CTE|ELU10169.1	K04144
CTE|ELU10172.1	K05754
CTE|ELU10173.1	K02918
CTE|ELU10174.1	K16219
CTE|ELU10176.1	K05642
CTE|ELU10177.1	K05642
CTE|ELU10178.1	K05642
CTE|ELU10180.1	K05642
CTE|ELU10181.1	K15837
CTE|ELU10183.1	K12867
CTE|ELU10184.1	K04266
CTE|ELU10185.1	K03173
CTE|ELU10190.1	K10445
CTE|ELU10191.1	K11517
CTE|ELU10193.1	K01256
CTE|ELU10194.1	K06584
CTE|ELU10195.1	K08764
CTE|ELU10198.1	K21028
CTE|ELU10206.1	K04799
CTE|ELU10207.1	K13181
CTE|ELU10208.1	K08808
CTE|ELU10211.1	K07847
CTE|ELU10222.1	K04567
CTE|ELU10225.1	K00718
CTE|ELU10230.1	K13539
CTE|ELU10232.1	K07408
CTE|ELU10239.1	K16538
CTE|ELU10240.1	K20289
CTE|ELU10244.1	K02735
CTE|ELU10246.1	K10951
CTE|ELU10249.1	K08734
CTE|ELU10251.1	K07374
CTE|ELU10252.1	K00079
CTE|ELU10257.1	K17353
CTE|ELU10258.1	K06560
CTE|ELU10260.1	K06560
CTE|ELU10263.1	K12646
CTE|ELU10271.1	K01310
CTE|ELU10279.1	K16571
CTE|ELU10283.1	K03899
CTE|ELU10284.1	K06252
CTE|ELU10290.1	K01810
CTE|ELU10291.1	K01810
CTE|ELU10294.1	K18422
CTE|ELU10295.1	K01365
CTE|ELU10299.1	K11650
CTE|ELU10301.1	K14686
CTE|ELU10302.1	K10462
CTE|ELU10304.1	K15261
CTE|ELU10309.1	K09867
CTE|ELU10310.1	K07524
CTE|ELU10311.1	K15693
CTE|ELU10312.1	K11426
CTE|ELU10315.1	K00485
CTE|ELU10319.1	K03094
CTE|ELU10322.1	K18732
CTE|ELU10325.1	K12606
CTE|ELU10326.1	K15716
CTE|ELU10331.1	K18808
CTE|ELU10333.1	K06062
CTE|ELU10336.1	K00710
CTE|ELU10337.1	K03127
CTE|ELU10338.1	K15445
CTE|ELU10339.1	K00149
CTE|ELU10340.1	K00731
CTE|ELU10342.1	K08762
CTE|ELU10346.1	K08428
CTE|ELU10355.1	K05916
CTE|ELU10356.1	K13771
CTE|ELU10358.1	K13675
CTE|ELU10360.1	K01206
CTE|ELU10364.1	K10452
CTE|ELU10365.1	K06037
CTE|ELU10370.1	K06560
CTE|ELU10377.1	K14945
CTE|ELU10378.1	K13179
CTE|ELU10380.1	K05310
CTE|ELU10388.1	K05637
CTE|ELU10389.1	K05637
CTE|ELU10391.1	K01866
CTE|ELU10392.1	K13523
CTE|ELU10393.1	K18161
CTE|ELU10394.1	K10172
CTE|ELU10396.1	K10706
CTE|ELU10397.1	K12197
CTE|ELU10398.1	K14861
CTE|ELU10401.1	K01446
CTE|ELU10402.1	K08371
CTE|ELU10405.1	K12035
CTE|ELU10406.1	K11997
CTE|ELU10411.1	K18422
CTE|ELU10413.1	K22371
CTE|ELU10416.1	K18277
CTE|ELU10417.1	K20861
CTE|ELU10428.1	K14343
CTE|ELU10431.1	K14343
CTE|ELU10433.1	K16768
CTE|ELU10435.1	K16768
CTE|ELU10436.1	K09228
CTE|ELU10437.1	K18466
CTE|ELU10440.1	K21772
CTE|ELU10442.1	K09228
CTE|ELU10443.1	K04078
CTE|ELU10444.1	K04077
CTE|ELU10445.1	K16733
CTE|ELU10448.1	K01298
CTE|ELU10449.1	K06839
CTE|ELU10450.1	K05665
CTE|ELU10454.1	K09521
CTE|ELU10457.1	K08202
CTE|ELU10461.1	K06820
CTE|ELU10462.1	K06820
CTE|ELU10463.1	K06821
CTE|ELU10464.1	K06820
CTE|ELU10468.1	K09228
CTE|ELU10469.1	K07374
CTE|ELU10470.1	K21912
CTE|ELU10471.1	K10452
CTE|ELU10473.1	K01935
CTE|ELU10474.1	K09857
CTE|ELU10475.1	K06192
CTE|ELU10476.1	K00645
CTE|ELU10479.1	K10443
CTE|ELU10480.1	K01427
CTE|ELU10481.1	K03189
CTE|ELU10483.1	K01556
CTE|ELU10484.1	K14209
CTE|ELU10492.1	K15192
CTE|ELU10493.1	K19179
CTE|ELU10494.1	K12350
CTE|ELU10496.1	K09561
CTE|ELU10498.1	K10478
CTE|ELU10500.1	K10646
CTE|ELU10502.1	K03251
CTE|ELU10505.1	K01793
CTE|ELU10506.1	K10272
CTE|ELU10508.1	K00463
CTE|ELU10510.1	K16197
CTE|ELU10511.1	K09493
CTE|ELU10512.1	K15361
CTE|ELU10513.1	K14815
CTE|ELU10514.1	K14353
CTE|ELU10524.1	K03163
CTE|ELU10526.1	K11143
CTE|ELU10527.1	K03230
CTE|ELU10528.1	K03810
CTE|ELU10529.1	K01785
CTE|ELU10530.1	K07374
CTE|ELU10532.1	K06776
CTE|ELU10536.1	K05858
CTE|ELU10545.1	K06694
CTE|ELU10551.1	K10408
CTE|ELU10552.1	K10408
CTE|ELU10553.1	K08878
CTE|ELU10561.1	K05349
CTE|ELU10562.1	K10251
CTE|ELU10563.1	K14822
CTE|ELU10567.1	K08585
CTE|ELU10569.1	K00597
CTE|ELU10577.1	K07378
CTE|ELU10578.1	K08654
CTE|ELU10579.1	K17341
CTE|ELU10584.1	K04464
CTE|ELU10585.1	K04464
CTE|ELU10595.1	K01022
CTE|ELU10596.1	K22942
CTE|ELU10599.1	K14165
CTE|ELU10601.1	K10886
CTE|ELU10603.1	K02336
CTE|ELU10605.1	K00059
CTE|ELU10606.1	K06201
CTE|ELU10611.1	K11147
CTE|ELU10613.1	K18729
CTE|ELU10614.1	K07442
CTE|ELU10615.1	K18162
CTE|ELU10616.1	K19657
CTE|ELU10620.1	K06927
CTE|ELU10622.1	K02325
CTE|ELU10623.1	K02980
CTE|ELU10625.1	K18159
CTE|ELU10626.1	K19984
CTE|ELU10627.1	K00621
CTE|ELU10629.1	K06057
CTE|ELU10633.1	K18042
CTE|ELU10634.1	K17600
CTE|ELU10636.1	K20798
CTE|ELU10645.1	K00710
CTE|ELU10648.1	K17430
CTE|ELU10649.1	K06832
CTE|ELU10652.1	K03832
CTE|ELU10655.1	K01025
CTE|ELU10656.1	K20265
CTE|ELU10660.1	K20280
CTE|ELU10662.1	K01640
CTE|ELU10663.1	K01028
CTE|ELU10666.1	K02308
CTE|ELU10667.1	K00873
CTE|ELU10668.1	K06839
CTE|ELU10673.1	K04585
CTE|ELU10676.1	K04972
CTE|ELU10679.1	K08104
CTE|ELU10680.1	K08104
CTE|ELU10682.1	K00710
CTE|ELU10683.1	K22037
CTE|ELU10687.1	K10605
CTE|ELU10689.1	K11978
CTE|ELU10690.1	K13990
CTE|ELU10695.1	K12821
CTE|ELU10696.1	K00718
CTE|ELU10698.1	K04314
CTE|ELU10699.1	K04267
CTE|ELU10701.1	K08428
CTE|ELU10704.1	K09256
CTE|ELU10705.1	K16770
CTE|ELU10707.1	K02599
CTE|ELU10710.1	K03892
CTE|ELU10714.1	K14342
CTE|ELU10725.1	K00106
CTE|ELU10726.1	K00106
CTE|ELU10728.1	K00548
CTE|ELU10733.1	K09097
CTE|ELU10737.1	K18449
CTE|ELU10738.1	K01514
CTE|ELU10739.1	K01231
CTE|ELU10742.1	K04710
CTE|ELU10749.1	K01619
CTE|ELU10751.1	K10393
CTE|ELU10753.1	K10777
CTE|ELU10754.1	K19603
CTE|ELU10757.1	K08740
CTE|ELU10759.1	K01196
CTE|ELU10760.1	K07953
CTE|ELU10761.1	K17403
CTE|ELU10772.1	K00232
CTE|ELU10773.1	K00472
CTE|ELU10774.1	K22076
CTE|ELU10778.1	K00907
CTE|ELU10779.1	K09866
CTE|ELU10780.1	K08202
CTE|ELU10782.1	K04615
CTE|ELU10784.1	K04812
CTE|ELU10785.1	K17360
CTE|ELU10788.1	K15284
CTE|ELU10789.1	K01556
CTE|ELU10790.1	K02157
CTE|ELU10791.1	K02157
CTE|ELU10798.1	K08834
CTE|ELU10800.1	K08288
CTE|ELU10801.1	K11972
CTE|ELU10802.1	K01634
CTE|ELU10803.1	K20174
CTE|ELU10805.1	K17525
CTE|ELU10806.1	K10105
CTE|ELU10809.1	K04285
CTE|ELU10811.1	K14209
CTE|ELU10812.1	K17341
CTE|ELU10814.1	K06054
CTE|ELU10815.1	K06054
CTE|ELU10816.1	K10444
CTE|ELU10818.1	K01136
CTE|ELU10821.1	K07953
CTE|ELU10822.1	K06237
CTE|ELU10823.1	K10174
CTE|ELU10824.1	K05038
CTE|ELU10825.1	K21442
CTE|ELU10834.1	K06254
CTE|ELU10835.1	K06254
CTE|ELU10836.1	K06254
CTE|ELU10838.1	K11341
CTE|ELU10840.1	K05757
CTE|ELU10841.1	K12855
CTE|ELU10842.1	K10295
CTE|ELU10843.1	K19801
CTE|ELU10844.1	K10443
CTE|ELU10846.1	K19914
CTE|ELU10847.1	K06185
CTE|ELU10850.1	K14454
CTE|ELU10852.1	K10450
CTE|ELU10871.1	K10380
CTE|ELU10872.1	K12301
CTE|ELU10878.1	K04422
CTE|ELU10879.1	K10226
CTE|ELU10880.1	K07375
CTE|ELU10883.1	K20217
CTE|ELU10885.1	K01136
CTE|ELU10886.1	K07204
CTE|ELU10888.1	K21844
CTE|ELU10889.1	K21844
CTE|ELU10892.1	K10104
CTE|ELU10898.1	K01613
CTE|ELU10899.1	K20282
CTE|ELU10906.1	K03139
CTE|ELU10912.1	K01050
CTE|ELU10913.1	K12470
CTE|ELU10916.1	K04079
CTE|ELU10917.1	K02184
CTE|ELU10918.1	K04224
CTE|ELU10925.1	K00737
CTE|ELU10932.1	K13912
CTE|ELU10940.1	K17286
CTE|ELU10943.1	K17286
CTE|ELU10945.1	K03927
CTE|ELU10947.1	K11375
CTE|ELU10948.1	K13709
CTE|ELU10949.1	K09228
CTE|ELU10950.1	K08701
CTE|ELU10951.1	K02912
CTE|ELU10952.1	K02912
CTE|ELU10955.1	K13368
CTE|ELU10956.1	K15448
CTE|ELU10957.1	K19219
CTE|ELU10958.1	K00753
CTE|ELU10959.1	K00753
CTE|ELU10961.1	K10691
CTE|ELU10963.1	K17541
CTE|ELU10964.1	K03068
CTE|ELU10972.1	K06999
CTE|ELU10973.1	K22754
CTE|ELU10977.1	K15128
CTE|ELU10979.1	K20027
CTE|ELU10980.1	K05516
CTE|ELU10981.1	K14310
CTE|ELU10982.1	K08427
CTE|ELU10987.1	K02183
CTE|ELU10988.1	K08592
CTE|ELU10993.1	K02367
CTE|ELU10994.1	K02971
CTE|ELU10996.1	K20364
CTE|ELU10999.1	K01754
CTE|ELU11001.1	K17254
CTE|ELU11007.1	K05692
CTE|ELU11008.1	K12374
CTE|ELU11009.1	K12374
CTE|ELU11011.1	K09568
CTE|ELU11013.1	K08378
CTE|ELU11014.1	K15281
CTE|ELU11015.1	K14033
CTE|ELU11016.1	K14788
CTE|ELU11017.1	K20465
CTE|ELU11018.1	K18757
CTE|ELU11019.1	K10462
CTE|ELU11021.1	K05312
CTE|ELU11024.1	K20091
CTE|ELU11025.1	K06847
CTE|ELU11028.1	K14300
CTE|ELU11047.1	K09503
CTE|ELU11049.1	K14213
CTE|ELU11052.1	K04632
CTE|ELU11053.1	K02873
CTE|ELU11054.1	K01869
CTE|ELU11056.1	K12366
CTE|ELU11058.1	K08042
CTE|ELU11060.1	K08042
CTE|ELU11061.1	K14387
CTE|ELU11062.1	K12373
CTE|ELU11068.1	K09378
CTE|ELU11069.1	K09378
CTE|ELU11082.1	K10143
CTE|ELU11087.1	K11254
CTE|ELU11089.1	K18932
CTE|ELU11091.1	K17513
CTE|ELU11092.1	K11447
CTE|ELU11093.1	K08385
CTE|ELU11096.1	K12573
CTE|ELU11097.1	K06560
CTE|ELU11100.1	K02183
CTE|ELU11107.1	K06560
CTE|ELU11109.1	K12504
CTE|ELU11110.1	K07151
CTE|ELU11111.1	K17341
CTE|ELU11113.1	K19613
CTE|ELU11114.1	K12871
CTE|ELU11115.1	K17699
CTE|ELU11116.1	K07342
CTE|ELU11118.1	K10523
CTE|ELU11124.1	K06622
CTE|ELU11132.1	K14611
CTE|ELU11133.1	K01969
CTE|ELU11134.1	K05312
CTE|ELU11138.1	K00311
CTE|ELU11139.1	K01756
CTE|ELU11140.1	K07153
CTE|ELU11143.1	K01061
CTE|ELU11144.1	K01344
CTE|ELU11150.1	K06776
CTE|ELU11155.1	K06238
CTE|ELU11158.1	K06238
CTE|ELU11161.1	K02599
CTE|ELU11162.1	K02633
CTE|ELU11164.1	K22329
CTE|ELU11168.1	K14640
CTE|ELU11169.1	K14640
CTE|ELU11170.1	K06059
CTE|ELU11171.1	K06059
CTE|ELU11174.1	K21991
CTE|ELU11176.1	K17617
CTE|ELU11177.1	K21436
CTE|ELU11179.1	K04645
CTE|ELU11180.1	K13153
CTE|ELU11183.1	K06642
CTE|ELU11185.1	K07763
CTE|ELU11186.1	K04988
CTE|ELU11188.1	K00665
CTE|ELU11196.1	K10460
CTE|ELU11201.1	K00027
CTE|ELU11202.1	K14388
CTE|ELU11203.1	K03927
CTE|ELU11207.1	K01969
CTE|ELU11208.1	K14997
CTE|ELU11210.1	K20989
CTE|ELU11212.1	K20989
CTE|ELU11223.1	K20368
CTE|ELU11224.1	K19199
CTE|ELU11225.1	K14837
CTE|ELU11228.1	K18826
CTE|ELU11233.1	K11800
CTE|ELU11237.1	K20352
CTE|ELU11238.1	K17610
CTE|ELU11239.1	K14006
CTE|ELU11240.1	K10306
CTE|ELU11242.1	K05031
CTE|ELU11244.1	K04145
CTE|ELU11254.1	K12162
CTE|ELU11255.1	K18619
CTE|ELU11256.1	K09228
CTE|ELU11261.1	K05052
CTE|ELU11263.1	K01714
CTE|ELU11270.1	K00154
CTE|ELU11272.1	K17513
CTE|ELU11273.1	K11412
CTE|ELU11276.1	K14286
CTE|ELU11280.1	K06643
CTE|ELU11283.1	K02685
CTE|ELU11288.1	K08343
CTE|ELU11289.1	K21771
CTE|ELU11290.1	K12481
CTE|ELU11292.1	K18660
CTE|ELU11293.1	K06027
CTE|ELU11295.1	K09195
CTE|ELU11296.1	K08834
CTE|ELU11297.1	K08834
CTE|ELU11298.1	K11131
CTE|ELU11299.1	K11423
CTE|ELU11300.1	K11423
CTE|ELU11301.1	K03113
CTE|ELU11302.1	K00911
CTE|ELU11303.1	K19330
CTE|ELU11305.1	K06082
CTE|ELU11306.1	K20888
CTE|ELU11307.1	K20222
CTE|ELU11310.1	K01365
CTE|ELU11317.1	K03023
CTE|ELU11323.1	K20186
CTE|ELU11325.1	K04592
CTE|ELU11328.1	K13279
CTE|ELU11331.1	K08828
CTE|ELU11336.1	K00213
CTE|ELU11354.1	K10635
CTE|ELU11355.1	K21286
CTE|ELU11359.1	K13781
CTE|ELU11363.1	K15193
CTE|ELU11364.1	K12859
CTE|ELU11365.1	K03750
CTE|ELU11366.1	K03753
CTE|ELU11367.1	K03752
CTE|ELU11374.1	K01022
CTE|ELU11375.1	K01022
CTE|ELU11381.1	K22670
CTE|ELU11383.1	K03283
CTE|ELU11384.1	K08397
CTE|ELU11385.1	K16358
CTE|ELU11387.1	K03768
CTE|ELU11388.1	K03213
CTE|ELU11391.1	K18409
CTE|ELU11396.1	K13868
CTE|ELU11398.1	K00727
CTE|ELU11399.1	K01022
CTE|ELU11401.1	K21456
CTE|ELU11402.1	K10704
CTE|ELU11403.1	K01132
CTE|ELU11408.1	K19871
CTE|ELU11409.1	K19871
CTE|ELU11410.1	K19871
CTE|ELU11413.1	K19703
CTE|ELU11415.1	K18668
CTE|ELU11417.1	K05038
CTE|ELU11436.1	K04564
CTE|ELU11437.1	K22824
CTE|ELU11439.1	K05762
CTE|ELU11441.1	K14165
CTE|ELU11443.1	K06013
CTE|ELU11444.1	K11875
CTE|ELU11451.1	K03654
CTE|ELU11454.1	K02987
CTE|ELU11456.1	K04628
CTE|ELU11458.1	K09113
CTE|ELU11460.1	K17536
CTE|ELU11463.1	K20044
CTE|ELU11464.1	K17341
CTE|ELU11465.1	K17495
CTE|ELU11466.1	K07422
CTE|ELU11470.1	K10461
CTE|ELU11485.1	K09228
CTE|ELU11487.1	K12735
CTE|ELU11488.1	K17817
CTE|ELU11490.1	K01204
CTE|ELU11496.1	K06106
CTE|ELU11497.1	K06106
CTE|ELU11498.1	K00501
CTE|ELU11503.1	K18627
CTE|ELU11504.1	K19491
CTE|ELU11505.1	K00456
CTE|ELU11506.1	K14786
CTE|ELU11507.1	K14786
CTE|ELU11509.1	K05502
CTE|ELU11511.1	K08892
CTE|ELU11518.1	K01489
CTE|ELU11519.1	K04615
CTE|ELU11520.1	K09502
CTE|ELU11528.1	K03654
CTE|ELU11534.1	K05688
CTE|ELU11537.1	K03193
CTE|ELU11544.1	K01425
CTE|ELU11545.1	K17493
CTE|ELU11546.1	K13126
CTE|ELU11547.1	K09228
CTE|ELU11549.1	K16639
CTE|ELU11550.1	K16172
CTE|ELU11551.1	K07511
CTE|ELU11555.1	K04930
CTE|ELU11558.1	K04430
CTE|ELU11560.1	K05193
CTE|ELU11562.1	K00734
CTE|ELU11571.1	K15261
CTE|ELU11572.1	K15538
CTE|ELU11575.1	K04157
CTE|ELU11576.1	K05012
CTE|ELU11577.1	K16589
CTE|ELU11579.1	K21392
CTE|ELU11580.1	K01712
CTE|ELU11582.1	K05198
CTE|ELU11583.1	K05207
CTE|ELU11585.1	K13912
CTE|ELU11586.1	K01186
CTE|ELU11587.1	K02186
CTE|ELU11589.1	K13154
CTE|ELU11590.1	K22856
CTE|ELU11591.1	K07897
CTE|ELU11592.1	K12655
CTE|ELU11594.1	K14415
CTE|ELU11595.1	K07374
CTE|ELU11596.1	K14415
CTE|ELU11597.1	K07374
CTE|ELU11601.1	K10461
CTE|ELU11602.1	K08766
CTE|ELU11604.1	K12481
CTE|ELU11605.1	K17404
CTE|ELU11611.1	K03178
CTE|ELU11612.1	K05850
CTE|ELU11622.1	K15261
CTE|ELU11624.1	K14683
CTE|ELU11629.1	K15076
CTE|ELU11630.1	K05694
CTE|ELU11634.1	K05694
CTE|ELU11639.1	K03834
CTE|ELU11643.1	K07304
CTE|ELU11646.1	K10661
CTE|ELU11658.1	K00699
CTE|ELU11662.1	K07271
CTE|ELU11671.1	K12349
CTE|ELU11673.1	K10881
CTE|ELU11674.1	K11666
CTE|ELU11675.1	K17422
CTE|ELU11678.1	K09186
CTE|ELU11679.1	K09186
CTE|ELU11682.1	K09228
CTE|ELU11683.1	K05210
CTE|ELU11685.1	K01011
CTE|ELU11691.1	K01150
CTE|ELU11703.1	K14157
CTE|ELU11706.1	K05312
CTE|ELU11707.1	K04807
CTE|ELU11711.1	K01672
CTE|ELU11712.1	K01410
CTE|ELU11716.1	K22919
CTE|ELU11723.1	K04398
CTE|ELU11725.1	K09194
CTE|ELU11727.1	K11967
CTE|ELU11730.1	K17080
CTE|ELU11731.1	K11090
CTE|ELU11735.1	K03353
CTE|ELU11736.1	K03353
CTE|ELU11738.1	K03353
CTE|ELU11739.1	K16530
CTE|ELU11741.1	K14388
CTE|ELU11743.1	K14388
CTE|ELU11745.1	K08701
CTE|ELU11746.1	K04575
CTE|ELU11749.1	K10755
CTE|ELU11753.1	K01045
CTE|ELU11765.1	K00913
CTE|ELU11768.1	K11810
CTE|ELU11772.1	K20877
CTE|ELU11773.1	K03963
CTE|ELU11774.1	K10250
CTE|ELU11775.1	K11067
CTE|ELU11784.1	K03979
CTE|ELU11785.1	K13868
CTE|ELU11786.1	K02437
CTE|ELU11787.1	K00079
CTE|ELU11788.1	K00079
CTE|ELU11793.1	K19876
CTE|ELU11795.1	K13177
CTE|ELU11797.1	K13103
CTE|ELU11799.1	K14396
CTE|ELU11801.1	K22870
CTE|ELU11802.1	K22870
CTE|ELU11807.1	K09097
CTE|ELU11810.1	K19347
CTE|ELU11823.1	K16482
CTE|ELU11824.1	K14764
CTE|ELU11827.1	K15199
CTE|ELU11839.1	K08104
CTE|ELU11841.1	K08104
CTE|ELU11845.1	K04220
CTE|ELU11847.1	K04267
CTE|ELU11851.1	K02599
CTE|ELU11854.1	K16506
CTE|ELU11858.1	K05769
CTE|ELU11861.1	K14538
CTE|ELU11867.1	K05695
CTE|ELU11868.1	K05695
CTE|ELU11869.1	K05695
CTE|ELU11876.1	K02135
CTE|ELU11878.1	K16482
CTE|ELU11883.1	K07211
CTE|ELU11884.1	K04230
CTE|ELU11887.1	K22754
CTE|ELU11888.1	K00605
CTE|ELU11889.1	K01792
CTE|ELU11897.1	K11831
CTE|ELU11898.1	K10280
CTE|ELU11899.1	K12646
CTE|ELU11900.1	K09455
CTE|ELU11902.1	K19933
CTE|ELU11903.1	K09189
CTE|ELU11904.1	K00489
CTE|ELU11905.1	K10798
CTE|ELU11906.1	K14004
CTE|ELU11908.1	K05857
CTE|ELU11912.1	K04733
CTE|ELU11913.1	K10801
CTE|ELU11914.1	K11588
CTE|ELU11916.1	K02156
CTE|ELU11919.1	K05857
CTE|ELU11921.1	K05857
CTE|ELU11925.1	K00326
CTE|ELU11928.1	K06265
CTE|ELU11933.1	K01968
CTE|ELU11934.1	K13766
CTE|ELU11935.1	K01969
CTE|ELU11936.1	K06794
CTE|ELU11942.1	K16621
CTE|ELU11944.1	K08776
CTE|ELU11950.1	K10144
CTE|ELU11961.1	K00161
CTE|ELU11962.1	K05313
CTE|ELU11963.1	K05313
CTE|ELU11964.1	K05313
CTE|ELU11965.1	K11147
CTE|ELU11966.1	K11147
CTE|ELU11967.1	K17930
CTE|ELU11971.1	K20819
CTE|ELU11974.1	K13207
CTE|ELU11977.1	K10290
CTE|ELU11978.1	K02929
CTE|ELU11979.1	K00569
CTE|ELU11981.1	K09553
CTE|ELU11982.1	K11140
CTE|ELU11985.1	K13956
CTE|ELU11987.1	K01874
CTE|ELU11988.1	K11662
CTE|ELU11989.1	K05402
CTE|ELU11994.1	K18032
CTE|ELU11997.1	K01446
CTE|ELU12000.1	K01951
CTE|ELU12004.1	K15135
CTE|ELU12007.1	K07562
CTE|ELU12010.1	K00753
CTE|ELU12013.1	K14464
CTE|ELU12014.1	K00502
CTE|ELU12017.1	K10408
CTE|ELU12020.1	K12818
CTE|ELU12025.1	K11657
CTE|ELU12031.1	K16275
CTE|ELU12034.1	K00753
CTE|ELU12035.1	K05206
CTE|ELU12036.1	K00718
CTE|ELU12038.1	K06944
CTE|ELU12039.1	K03026
CTE|ELU12040.1	K01539
CTE|ELU12046.1	K17398
CTE|ELU12047.1	K17399
CTE|ELU12048.1	K01783
CTE|ELU12049.1	K16774
CTE|ELU12056.1	K14464
CTE|ELU12059.1	K12404
CTE|ELU12060.1	K11128
CTE|ELU12061.1	K16531
CTE|ELU12063.1	K04214
CTE|ELU12070.1	K04131
CTE|ELU12078.1	K11187
CTE|ELU12080.1	K09228
CTE|ELU12083.1	K06069
CTE|ELU12085.1	K13289
CTE|ELU12086.1	K10443
CTE|ELU12088.1	K02040
CTE|ELU12089.1	K11648
CTE|ELU12095.1	K07514
CTE|ELU12100.1	K04827
CTE|ELU12102.1	K04511
CTE|ELU12106.1	K01008
CTE|ELU12107.1	K00139
CTE|ELU12108.1	K07930
CTE|ELU12110.1	K15189
CTE|ELU12111.1	K05719
CTE|ELU12112.1	K15595
CTE|ELU12113.1	K15278
CTE|ELU12121.1	K02540
CTE|ELU12122.1	K04975
CTE|ELU12131.1	K01315
CTE|ELU12133.1	K13102
CTE|ELU12134.1	K08073
CTE|ELU12135.1	K14650
CTE|ELU12136.1	K14650
CTE|ELU12137.1	K07951
CTE|ELU12141.1	K03283
CTE|ELU12146.1	K22679
CTE|ELU12147.1	K05497
CTE|ELU12152.1	K12188
CTE|ELU12153.1	K02599
CTE|ELU12154.1	K02599
CTE|ELU12155.1	K02599
CTE|ELU12160.1	K01832
CTE|ELU12162.1	K10395
CTE|ELU12163.1	K10395
CTE|ELU12166.1	K05463
CTE|ELU12167.1	K13868
CTE|ELU12168.1	K02211
CTE|ELU12170.1	K04938
CTE|ELU12174.1	K10884
CTE|ELU12175.1	K10884
CTE|ELU12178.1	K17546
CTE|ELU12180.1	K01379
CTE|ELU12181.1	K13509
CTE|ELU12186.1	K16608
CTE|ELU12188.1	K12302
CTE|ELU12189.1	K11536
CTE|ELU12195.1	K06172
CTE|ELU12196.1	K20778
CTE|ELU12198.1	K04829
CTE|ELU12200.1	K14787
CTE|ELU12201.1	K10594
CTE|ELU12204.1	K08428
CTE|ELU12210.1	K01593
CTE|ELU12223.1	K10667
CTE|ELU12224.1	K01265
CTE|ELU12228.1	K01136
CTE|ELU12232.1	K05970
CTE|ELU12235.1	K03392
CTE|ELU12239.1	K18665
CTE|ELU12242.1	K22410
CTE|ELU12244.1	K00512
CTE|ELU12246.1	K14611
CTE|ELU12248.1	K01620
CTE|ELU12250.1	K19513
CTE|ELU12252.1	K04696
CTE|ELU12256.1	K03845
CTE|ELU12257.1	K15264
CTE|ELU12258.1	K03107
CTE|ELU12261.1	K07556
CTE|ELU12262.1	K02433
CTE|ELU12264.1	K03955
CTE|ELU12268.1	K13346
CTE|ELU12270.1	K00849
CTE|ELU12272.1	K10395
CTE|ELU12273.1	K09567
CTE|ELU12274.1	K18464
CTE|ELU12275.1	K15285
CTE|ELU12295.1	K00758
CTE|ELU12296.1	K01839
CTE|ELU12299.1	K00718
CTE|ELU12300.1	K00718
CTE|ELU12311.1	K09850
CTE|ELU12317.1	K03847
CTE|ELU12319.1	K13912
CTE|ELU12320.1	K06820
CTE|ELU12321.1	K05099
CTE|ELU12322.1	K03283
CTE|ELU12324.1	K14966
CTE|ELU12325.1	K15980
CTE|ELU12326.1	K14288
CTE|ELU12327.1	K02882
CTE|ELU12333.1	K04973
CTE|ELU12338.1	K08870
CTE|ELU12341.1	K18134
CTE|ELU12343.1	K13528
CTE|ELU12345.1	K00182
CTE|ELU12346.1	K01022
CTE|ELU12347.1	K00457
CTE|ELU12349.1	K04194
CTE|ELU12352.1	K14165
CTE|ELU12353.1	K15211
CTE|ELU12356.1	K00069
CTE|ELU12359.1	K13289
CTE|ELU12361.1	K02993
CTE|ELU12365.1	K16343
CTE|ELU12369.1	K01365
CTE|ELU12373.1	K10454
CTE|ELU12375.1	K20293
CTE|ELU12377.1	K08821
CTE|ELU12384.1	K09660
